carrefour-es;perfumeria e higiene cuidado y proteccion corporal piel;Crema de Día Hidratante Anti-Arrugas Nivea 50 ml.;6.75;13.5;ml
carrefour-es;limpieza y hogar utensilios de limpieza fregonas;Fregona Hilo Microfibra CARREFOUR - Estampado;1.6;1.6;ud
carrefour-es;el mercado charcuteria fiambre de pavo y pollo;Pechuga de pollo Campofrío Finissimas 170 g.;2.6;15.29;kg
dia-es;lacteos y huevos leche sin lactosa;DIA VITAL leche entera sin lactosa envase 1 lt;0.75;0.75;ml
carrefour-es;el mercado verduras y hortalizas verduras y hortalizas congeladas;Pimiento en tiras Carrefour 450 g.;0.99;2.2;kg
dia-es;desayuno dulces y pan chocolates y bombones tabletas;NESTLE chocolate con almendras tableta 123 gr;1.65;13.41;g
mercadona-es;limpieza y hogar estropajo bayeta y guantes;Estropajo baño Bosque Verde;1.0;0.5;ud
carrefour-es;perfumeria e higiene bano e higiene corporal colonias;Agua de colonia flor algodón Les Petits Plaisirs 110 ml.;3.7;3.36;ml
carrefour-es;el mercado charcuteria bacon y panceta;Bacon cocido y ahumado Schara 100 g.;1.93;19.3;kg
dia-es;desayuno dulces y pan galletas desayuno y merienda infantil;ARLUY Simpson mini galletas chocolateadas de desayuno caja 135 gr;1.19;8.81;g
carrefour-es;el mercado charcuteria fiambre de pavo y pollo;Pechuga de pavo lonchas Grand Bouquet Noel envase 150 g;2.1;15.0;kg
carrefour-es;la despensa dulce y desayuno chocolates turrones y bombones;Surtido de polvorones y mantecados Ruiseñor 600 g.;5.0;8.33;kg
mercadona-es;maquillaje bases de maquillaje y corrector;Corrector camouflage perfectionist Deliplus 01;4.5;4.5;ud
mercadona-es;carne empanados y elaborados;Pinchos de cerdo sin varilla;4.21;8.25;kg
carrefour-es;la despensa alimentacion arroz y cous cous;Cuscús grano mediano Carrefour 500 g.;0.79;1.58;kg
dia-es;frescos carne y aves pavo;Medallones de pavo a las finas hierbas bandeja (peso aprox. 630 gr);5.36;8.5;g
carrefour-es;bebe bio en bebe;Tarrito de verduritas variadas desde 4 meses ecológico Carrefour Baby Bio pack de 2 unidades de 200 g;2.3;5.75;kg
carrefour-es;la despensa aperitivos frutas desecadas;Datil deshuesado ecológico Carrefour granel tarrina 250 g;3.15;12.6;kg
carrefour-es;mascotas perros pienso para perros;Pienso de pollo para perro adulto Mini Ultima 1,5 Kg.;5.6;3.73;kg
carrefour-es;perfumeria e higiene bano e higiene corporal colonias;Estuche Shakira Dance Midnigth: Colonia 50 ml y Body Lotion 75 ml;11.3;11.3;ud
carrefour-es;bebidas vinos tinto;Vino D.O. Ribera del Duero tinto crianza Dehesas del Rey 75 cl.;6.5;6.5;ud
mercadona-es;carne aves y pollo;Cuartos traseros familiar de pollo;3.74;2.34;kg
carrefour-es;el mercado charcuteria jamon cocido y lacon;Jamón cocido extra reducido en sal bajo en grasas El Pozo Bienstar sin lactosa 340 g.;2.95;8.68;kg
carrefour-es;la despensa aperitivos patatas fritas;Patatas fritas hierbas provenzales Horno Lay's 130 g.;1.94;14.92;kg
dia-es;perfumeria e higiene desodorante spray;DOVE desodorante original formato viaje spray 35 ml;1.0;28.57;ml
mercadona-es;carne arreglos;Rabo de cerdo;1.02;4.07;kg
mercadona-es;maquillaje labios;Vaselina hidratante Deliplus;2.0;2.0;g
mercadona-es;cuidado facial y corporal gel y jabon de manos;Gel de baño frutal Deliplus piel normal;1.0;0.1;ml
carrefour-es;limpieza y hogar utensilios de limpieza estropajos;2 Estropajos Inox Glitzi Power VILEDA  - Metalizado;3.2;3.2;ud
dia-es;desayuno dulces y pan cafe molido natural;SAIMAZA café molido natural paquete 250 gr;2.29;9.16;g
carrefour-es;limpieza y hogar cuidado de la ropa detergentes;Detergente líquido Dixan Total 70 lavados.;12.1;0.17;ud
carrefour-es;limpieza y hogar productos para cocina aditivos y limpiamaquinas;Ambientador lavavajillas aroma de corteza de limón y naranja Somat 1 ud.;2.5;2.5;ud
carrefour-es;el mercado charcuteria foie pates y sobrasadas;Crema paté almendras olivas ecológica Naturgreen sin gluten 130 g.;3.55;27.31;kg
carrefour-es;perfumeria e higiene cosmetica rostro;Polvos Compactos Glam Bronze 02 L'Oréal 1 ud.;14.95;14.95;ud
carrefour-es;la despensa conservas sopas y precocinados conservas de pescado y marisco;Atún en aceite de girasol pack de 6 latas de 52 g.;3.1;9.94;kg
carrefour-es;bebidas vinos todos los vinos;Vino D.O. Rioja tinto ecológico Viña Pomal 75 cl.;9.95;9.95;ud
carrefour-es;la despensa conservas sopas y precocinados caldos sopas y pure;Crema de pollo Gallina Blanca 63 g.;1.1;17.46;kg
mercadona-es;agua y refrescos isotonico y energetico;Gel energético Enervit Sport sabor naranja;2.85;30.98;kg
dia-es;perfumeria e higiene cuidado del cabello tintes y coloracion;COLORCREM tinte Marrón Moka Nº 74 caja 1 ud;4.99;4.99;ud
carrefour-es;el mercado la cocina de carrefour cocina internacional;Arroz tres delicias 350 g;3.0;3.0;ud
dia-es;lacteos y huevos postres crema;SCHOLL Velvet smooth recambio lima exfoliante piel seca 2 uds;16.15;16.15;ud
carrefour-es;limpieza y hogar cuidado de la ropa suavizantes;Suavizante concentrado azul original Flor 80 lavados.;2.95;0.04;ud
dia-es;perfumeria e higiene cuidado facial antiarrugas y antiedad;NIVEA Q10 Plus crema de día antiarrugas spf 30 tarro 50 ml;12.15;243.0;ml
carrefour-es;limpieza y hogar calzado limpiador liquido;Crema protectora autobrillante color marrón Kiwi 75 ml.;1.79;35.8;l
mercadona-es;cacao cafe e infusiones cacao soluble y chocolate a la taza;Chocolate para hacer a la taza Valor;2.15;7.17;kg
mercadona-es;panaderia y pasteleria pan tostado y rallado;Panecillos tostados cereales y semillas Hacendado;0.9;3.6;kg
mercadona-es;limpieza y hogar menaje y conservacion de alimentos;Bolsas congelación grandes Bosque Verde;1.2;0.08;ud
dia-es;frescos pescado y marisco surimi gulas y derivados;PESCANOVA anguriñas bandeja 200 gr;2.19;10.95;g
dia-es;drogueria y limpieza insecticidas repelentes;XTERMIN insecticida para el hogar spray 750 ml;2.15;2.87;ml
dia-es;alimentacion aceitunas y encurtidos encurtidos;FRAGATA dientes de ajo frasco 85 gr;1.05;12.35;g
carrefour-es;bebidas aguas y zumos zumos no refrigerados;Zumo de naranja Carrefour brik 1 l.;0.99;0.99;l
carrefour-es;limpieza y hogar bazar pequeno electrodomestico;Exprimidor Eléctrico Mandine MCJ50;15.99;15.99;ud
dia-es;bebidas vinos blancos otros nacional;PEÑASOL vino rosado envase 1 lt;1.49;1.49;ml
carrefour-es;bebe alimentacion infantil leches infantiles;Leche infantil de continuación desde los 6 meses en polvo Nan Optipro 2 lata 800 g.;13.6;17.0;kg
carrefour-es;limpieza y hogar papeleria pequeno accesorio;Cola Blanca Pritt  100gr;5.7;57.0;kg
carrefour-es;el mercado charcuteria y quesos al corte quesos barra y frescos;Queso fresco de oveja Flor de Esgueva al corte 150 g aprox;1.99;13.25;kg
carrefour-es;la despensa dulce y desayuno galletas;Palitos de chocolate Schär sin gluten 150 g.;3.1;20.67;kg
carrefour-es;bebidas cava y champagne cavas;Cava Jaume Serra semiseco 75 cl.;2.95;2.95;ud
carrefour-es;bebe panales y toallitas panales dodot;Pañales Dodot Sensitive Extra Talla 3 (7-11 kg) 60 ud.;22.45;0.37;ud
carrefour-es;la despensa conservas sopas y precocinados croquetas y rebozados;Croquetas de pollo Carrefour 500 g.;0.99;1.98;kg
carrefour-es;bebidas aguas y zumos zumos no refrigerados;Bebida de melocotón Carrefour sin azúcar añadido pbrik 1 l.;0.61;0.61;l
carrefour-es;perfumeria e higiene cabello cepillos peines y accesorios;Cepillo alisa y moldea 40 mm. Fussy 1 ud.;3.85;3.85;ud
carrefour-es;perfumeria e higiene bano e higiene corporal desodorantes;Desodorante en spray Marine Axe 150 ml.;3.6;2.4;ml
carrefour-es;limpieza y hogar bazar jardineria;Abono Geranios 1L;6.95;15.36;g
dia-es;charcuteria y quesos charcuteria y quesos al corte charcuteria cocida al corte;FRIAL pechuga de pavo natural en lonchas;13.89;13.89;g
carrefour-es;mascotas conejos y roedores pienso para conejos y rodeores;Vitakraft Menú Aroma para Conejos Enanos 3Kg;8.7;2.9;kg
carrefour-es;el mercado charcuteria salchichon salami y fuet;Salchichón extra curado Carrefour taco 400 g;5.9;14.75;kg
carrefour-es;parafarmacia botiquin higiene y tiras nasales;Spray Nasal Rhinomer Baby Fuerza Extra Suave 115 ml;9.25;8.04;ml
carrefour-es;bebe panales y toallitas panales dodot;Pañales Dodot Activity XXL Talla 4 (9-14 kg) 144 ud.;45.99;0.32;ud
mercadona-es;carne cerdo;Lomo de cerdo grueso;1.77;5.9;kg
dia-es;drogueria y limpieza accesorios limpieza bayetas y gamuzas;LIMPIAMAS bayeta ecológica rizo 1 ud;3.99;3.99;ud
carrefour-es;limpieza y hogar ambientadores automaticos;Ambientador automático Fresh Matic Delicias de Verano recambio Air Wick 1 ud.;4.69;4.69;ud
carrefour-es;limpieza y hogar menaje utensilios de cocina;Porta Bocadillos ROLL EAT Essential Paint Uni;8.99;8.99;ud
mercadona-es;bodega vino tinto;Vino tinto D.O Valdepeñas Pata Negra gran reserva;2.65;3.53;l
mercadona-es;cuidado facial y corporal manicura y pedicura;Lima durezas Filarmonica;2.8;2.8;ud
carrefour-es;limpieza y hogar productos para toda la casa suelos;Fregasuelos aroma cerezo perfumado Chubb 1,5 l.;1.12;0.75;l
carrefour-es;la despensa helados barquillos;Tulipas Carrefour 75 g.;1.29;5.0;g
carrefour-es;bebidas vinos todos los vinos;Vino blanco Carrefour pack de 3 briks de 20 cl.;1.06;1.77;l
carrefour-es;la despensa aperitivos snacks;Aperitivo de maíz enrollado sabor lima picante Eagle Takis 150 g.;1.42;9.47;kg
carrefour-es;limpieza y hogar menaje cuberteria;Tenedor de Acero Inoxidable BERGNER Paris 3 ud - Inox;4.99;1.66;ud
mercadona-es;cuidado del cabello coloracion cabello;Coloración sin amoníaco L'Oréal 354 caoba efecto henna;6.6;6.6;ud
carrefour-es;la despensa lacteos leche;Leche semidesnatada Central Lechera Asturiana brik 1 l.;0.76;0.76;l
carrefour-es;bebe alimentacion infantil tarritos y platos preparados;Tarrito de frutas variadas desde 4 meses sin azúcar añadido Hero Baby pack de 2 unidades de 130 g.;0.95;3.65;kg
mercadona-es;limpieza y hogar insecticida y ambientador;Difusor ambientador spray manual Bosque Verde con recambio;1.8;12.0;ml
carrefour-es;limpieza y hogar bazar bombillas y tubos;Pack de 2 bombillas led con filamento esférica opal 6W(=55W) E14 730lm 4000K;5.95;2.97;ud
carrefour-es;bebidas licores y cremas licores y orujo;Licor de whisky Thunder Bitch 70 cl.;13.05;18.64;l
carrefour-es;bebidas vinos todos los vinos;Vino tinto crianza tempranillo Pinna Fidelis D.O. Ribera del Duero 75 cl.;13.1;13.1;ud
mercadona-es;pizzas y platos preparados platos preparados calientes;Canelones de carne y boletus Hacendado;3.6;10.29;kg
dia-es;desayuno dulces y pan cafe molido descafeinado;DIA café molido natural descafeinado paquete 250 gr;1.28;5.12;g
carrefour-es;bebidas cerveza todas las cervezas;Cerveza San Miguel especial Lager pack de 28 latas de 33 cl.;14.56;1.58;l
carrefour-es;la despensa alimentacion nutricion deportiva;Batido de proteínas sabor vainilla zero Prozis 250 ml.;2.0;8.0;l
dia-es;perfumeria e higiene higiene bucal dentifricos;COLGATE pasta dentífrica sensitive blanqueador tubo 75 ml;2.49;33.2;ml
carrefour-es;la despensa dulce y desayuno cafes;Café intenso en cápsulas Carrefour compatible con Nespresso 30 unidades de 5,2 g.;5.05;32.37;kg
carrefour-es;el mercado verduras y hortalizas ensaladas y verduras preparadas;Corazón de escarola Carrefour 150 g;1.15;7.67;kg
carrefour-es;limpieza y hogar papeleria pequeno accesorio;Pritt Multi Tack 65 Pastillas;4.2;4.2;ud
carrefour-es;limpieza y hogar menaje utensilios de cocina;Fuente Rectangular Vidrio Borisilicato VITRINOR 35 cm - Granate;19.9;19.9;ud
carrefour-es;la despensa alimentacion arroz y cous cous;Arroz categoría primera Carrefour 1 kg.;0.79;0.79;kg
dia-es;productos sin gluten productos sin gluten productos sin gluten;BICENTURY Sarialis barritas de cereales chocolate negro SIN GLUTEN caja 6 uds;2.55;0.43;ud
dia-es;congelados y helados helados bombones;OREO helado sandwich 80 gr;2.0;25.0;g
dia-es;perfumeria e higiene limpieza facial limpieza desmaquilladores;GARNIER Skinactive agua micelar en aceite bote 400 ml;5.35;13.38;ml
mercadona-es;bodega licores;Ron blanco superior Almirante;5.8;5.8;l
mercadona-es;mascotas perro;Snack perro huesitos júnior Compy con leche;0.98;19.6;kg
carrefour-es;bebidas licores y cremas todos los licores y cremas;Licor de café Puntemiño 70 cl.;5.69;8.13;l
mercadona-es;postres y yogures flan y natillas;Natillas de chocolate Danet;2.78;2.9;kg
carrefour-es;la despensa conservas sopas y precocinados pizzas;Pizza prosciutto Ristorante Dr. Oetker 330 g.;3.47;10.52;kg
carrefour-es;la despensa aperitivos aceitunas y encurtidos;Aceitunas chupadeo Aperitivo 450 g;2.7;5.4;kg
dia-es;desayuno dulces y pan caramelos y chicles chicles;ORBIT chicle grageas sabor bubblemint paquete 5 uds;2.39;29.51;g
dia-es;congelados y helados helados bombones;NESTLE Extreme gold helado bombón fondant brownie y nata caja 4 uds 284 gr;3.99;9.37;g
carrefour-es;bebe perfumeria e higiene champu;Champú micelar ecológico Corine de farme baby 500 ml;5.5;1.1;ml
carrefour-es;la despensa conservas sopas y precocinados platos preparados;Canelones de carne de cerdo Carrefour 500 g.;1.71;3.42;kg
mercadona-es;postres y yogures gelatina y otros postres;Cuajada Hacendado;0.95;1.9;kg
mercadona-es;mascotas gato;Snack gato barritas Compy de salmón y trucha;1.2;24.0;kg
carrefour-es;la despensa dulce y desayuno cafes;Café molido natural Carrefour 250 g.;0.99;3.96;kg
carrefour-es;bebidas refrescos sabores con gas;Kombucha de té verde ecológico Komvida botella 25 cl;2.3;9.2;l
carrefour-es;perfumeria e higiene cabello champus;Champú hidratante con aceite de kukui OGX 385 ml.;8.35;2.17;ml
carrefour-es;bebe perfumeria e higiene champu;CHAMPU SUAVE BABY SEBAMED 500;15.65;3.13;ml
carrefour-es;el mercado panaderia bolleria y pasteleria pan de molde tostado y picos;Pan de molde natural 100% Bimbo sin lactosa 460 g.;1.89;4.11;kg
mercadona-es;limpieza y hogar utensilios de limpieza y calzado;Plantillas memory talla 22-46 Bosque Verde;3.5;1.75;ud
mercadona-es;conservas caldos y cremas atun y otras conservas de pescado;Ventresca de atún claro Hacendado en aceite de oliva;2.15;27.56;kg
carrefour-es;el mercado charcuteria jamon serrano e iberico pieza;Jamón serrano Reserva Carrefour pieza 7 Kg aprox;49.0;7.54;kg
mercadona-es;limpieza y hogar menaje y conservacion de alimentos;Tenedores de plástico Bosque Verde reutilizables;1.5;0.1;ud
dia-es;desayuno dulces y pan cafe capsulas;DIA café intenso 16 cápsulas caja 120 gr;3.89;0.39;ud
carrefour-es;limpieza y hogar papeleria colorear;Lápices de colores BIC Kids Evolution Stripes colores surtidos 12 uds;2.9;0.24;ud
dia-es;perfumeria e higiene cosmetica cosmetica;ESSENCE Nail Art gotas de secado rápido para uñas;2.49;2.49;ud
mercadona-es;charcuteria y quesos pate y sobrasada;Paté de morcilla Hacendado;1.3;10.83;kg
dia-es;bebe alimentacion infantil papillas infantiles;HERO Baby papilla 8 cereales miel 0% azúcares añadidos caja 410 gr;2.71;6.61;g
dia-es;perfumeria e higiene afeitado espuma gel y crema afeitar;L'OREAL Men expert aceite para barba larga dosificador 30 ml;11.0;366.67;ml
carrefour-es;bebidas refrescos colas;Refresco de cola Coca Cola sin cafeína lata 33 cl.;0.65;1.97;l
dia-es;perfumeria e higiene cuidado del cabello champu;ELVIVE champú fibralogy bote 370 ml;4.29;11.59;ml
mercadona-es;postres y yogures gelatina y otros postres;Crema catalana Hacendado;1.96;4.9;kg
carrefour-es;bebidas cerveza rubia;Cerveza Estrella Galicia especial pack 20 botellas 20 cl.;8.5;2.12;l
carrefour-es;el mercado verduras y hortalizas ensaladas y verduras preparadas;Ensalada delicius Carrefour 100 g;1.09;10.9;kg
mercadona-es;cuidado del cabello champu;Champú Detox Deliplus cabello graso;1.95;0.49;ml
dia-es;perfumeria e higiene cuidado facial antiarrugas y antiedad;OLAY Regenerist Luminous crema facial perfeccionadora antiedad tarro 50 ml;33.35;33.35;ud
dia-es;perfumeria e higiene cuidado manos jabon de manos liquido;JOHNSON´S Baby jabón líquido de manos pure protect para niños dosificador 300 ml;2.15;7.17;ml
carrefour-es;el mercado quesos todos los quesos;Queso rallado emmental Carrefour 200 g.;1.11;5.55;kg
carrefour-es;la despensa dulce y desayuno galletas;Galletas de chocolate sin azúcar añadido Diet Nature Gullón 250 g.;1.49;5.96;kg
carrefour-es;perfumeria e higiene cuidado y proteccion corporal limpieza facial;Toallitas desmaquillantes hidratante y refrescantes para piel seca y sensible cara y ojos Carrefour Soft 25 ud.;1.12;0.04;ud
mercadona-es;conservas caldos y cremas atun y otras conservas de pescado;Sardinillas al limón Hacendado en aceite de girasol;1.21;9.31;kg
mercadona-es;congelados arroz y pasta;Canelones de carne con bechamel Hacendado ultracongelados;3.99;3.63;kg
carrefour-es;limpieza y hogar bazar bombillas y tubos;Bombilla Fluorescente Philips MASTER PLC 26W Luz Fría;3.95;3.95;ud
carrefour-es;la despensa dulce y desayuno cafes;Café Lungo Profundo en cápsulas Lor Barista XXL 10 ud.;5.3;50.96;kg
carrefour-es;la despensa alimentacion salsas y tomate frito;Tomate frito Orlando sin gluten pack de 3 briks de 350 g.;2.01;1.91;kg
dia-es;drogueria y limpieza limpiadores para el hogar fregasuelos;DIA fregasuelos concentrado pétalos de rosa botella 1 lt;1.59;1.59;ml
carrefour-es;el mercado panaderia bolleria y pasteleria pan de molde tostado y picos;Panecillos bon matin Schär sin gluten 200 g.;2.5;12.5;kg
mercadona-es;bodega vino blanco;Vino blanco semidulce Bach D.O Catalunya;4.35;5.8;l
carrefour-es;el mercado verduras y hortalizas verduras y hortalizas congeladas;Colifror 100% en forma de arroz Bonduelle 400 g.;2.09;5.22;kg
carrefour-es;bebidas aguas y zumos zumos refrigerados;Zumo de naranja Carrefour exprimido con pulpa brik 1 l.;1.29;1.29;l
carrefour-es;perfumeria e higiene cabello champus;Champú fortificante Pure Fresh Agua de Coco para raíces grasas y puntas secas Garnier-Fructis 360 ml.;3.59;1.0;ml
carrefour-es;la despensa alimentacion pastas;Ravioli de tomate y mozzarella al huevo Carrefour 250 g.;1.59;6.36;kg
mercadona-es;pizzas y platos preparados platos preparados calientes;Garbanzos a la riojana Hacendado;0.85;2.02;kg
mercadona-es;fruta y verdura lechuga y ensalada preparada;Ensalada mezcla dúo canónigos y rúcula;1.35;13.5;kg
carrefour-es;limpieza y hogar cuidado de la ropa aditivos y quitamanchas;Quitamanchas ropa de color en polvi 4 Vanish Oxi-Action 450 g.;4.85;10.78;kg
dia-es;charcuteria y quesos pates foie y untables pates;LA PIARA paté tapa negra lata 225 gr;2.69;11.96;g
dia-es;drogueria y limpieza ambientadores aerosol spray;DIA ambientador mini spray aroma oceánico recambio 2 uds;1.99;1.0;ud
carrefour-es;bebe panales y toallitas panales huggies;Pants Pull-Ups niña Huggies T5 (13-18 kg) 34 ud.;11.2;0.33;ud
dia-es;bebe alimentacion infantil potitos de fruta y postre;NESTLE Naturnes multifrutas pouch 90 gr;0.99;11.0;g
mercadona-es;aceite especias y salsas aceite vinagre y sal;Bicarbonato sódico Hacendado;1.19;1.19;kg
dia-es;perfumeria e higiene cuidado del cabello laca espuma y fijadores;GRAFIC gel fijador efecto cemento tarro 300 ml;3.65;12.17;ml
carrefour-es;el mercado panaderia bolleria y pasteleria pan de molde tostado y picos;Colines saladitos Carrefour 250 g.;1.0;4.0;kg
mercadona-es;aceite especias y salsas aceite vinagre y sal;Crema de vinagre balsámico de Módena Hacendado;1.6;6.4;kg
mercadona-es;bodega cerveza;Cerveza Radler con zumo natural de limón Steinburg;2.22;1.12;l
mercadona-es;congelados rebozados;Palitos de merluza a la romana Hacendado ultracongelados;1.85;3.7;kg
carrefour-es;la despensa dulce y desayuno chocolates turrones y bombones;Turrón de trufa blanca con lima y yuzu Casa Eceiza 200 g.;7.95;39.75;kg
mercadona-es;conservas caldos y cremas conservas de verdura y frutas;Judías verdes planas Ybarra;0.85;2.36;kg
dia-es;desayuno dulces y pan pan pan de molde para bocadillos;DIA pan de hamburguesas 4 unidades bolsa 220 gr;0.67;0.17;ud
carrefour-es;perfumeria e higiene depilacion y afeitado afeitado;Bálsamo para barba original Bulldog 100 ml.;2.2;2.93;ml
carrefour-es;perfumeria e higiene cuidado y proteccion corporal piel;Crema de noche antiarrugas + firmeza L'Oréal-Revitalift 50 ml.;10.25;20.5;ml
mercadona-es;cacao cafe e infusiones te e infusiones;Infusión frutos rojos Hacendado;1.3;3.25;g
dia-es;bebidas vinos rosados otros nacional;LA ROVERE vino rosado lambrusco botella 75 cl;2.49;3.32;ml
carrefour-es;la despensa aperitivos frutos secos;Nueces sin cáscara Frit Ravich sin gluten 160 g.;3.5;21.88;kg
carrefour-es;limpieza y hogar papeleria accesorios manualidades;Bolsa Mini Pinzas Madera 45 ud Apli;2.3;0.05;ud
carrefour-es;la despensa lacteos batidos y horchatas;Batido de proteinas sabor chocolate con 26 vitaminas y minerales Ensure Max Protein 330 ml.;2.1;6.36;l
carrefour-es;parafarmacia nutricion y dietetica complementos vitaminicos;Arkovital Vitamina C Arkopharma 20 comprimidos.;7.7;0.77;g
carrefour-es;el mercado quesos semicurado;Queso semicurado en porciones light La Vaca que ríe 250 g.;2.26;9.04;kg
dia-es;platos preparados carne carne;LA CARLOTEÑA redondo de pollo asado relleno de bacon envase 250 gr;1.99;7.96;g
dia-es;bebidas isotonicas y energeticas isotonicas;AQUARIUS bebida refrescante aromatizada limón botella 50 cl;1.19;2.38;ml
mercadona-es;aperitivos patatas fritas y snacks;Patatas fritas corte ondulado Hacendado;0.58;3.22;kg
carrefour-es;el mercado charcuteria y quesos al corte quesos internacionales;Queso rulo de cabra President 200 g aprox;3.88;19.4;kg
carrefour-es;la despensa alimentacion legumbres;Garbanzo lechoso categoría extra Luengo 1 kg.;3.62;3.62;kg
carrefour-es;perfumeria e higiene higiene intima incontinencia;Pants para pérdidas de orina Talla G plus Ausonia Discreet 8 ud.;9.65;1.21;ud
carrefour-es;el mercado verduras y hortalizas congelados en verduras y hortalizas;Coles de Bruselas Carrefour 450 g.;0.79;1.76;kg
carrefour-es;limpieza y hogar papeleria accesorios manualidades;Goma Eva Amarilla;0.89;0.89;ud
carrefour-es;la despensa alimentacion pastas;Fideuá Carrefour 500 g.;0.47;0.94;kg
mercadona-es;maquillaje bases de maquillaje y corrector;Maquillaje fluido Deliplus acción global 03;5.5;18.33;ml
dia-es;congelados y helados pescado y marisco pescado;CAMPOS filetes de atún sin piel caja 225 gr;3.85;17.11;g
carrefour-es;perfumeria e higiene higiene intima compresas;Compresas de noche con alas Evax Liberty 9 ud.;2.75;0.31;ud
carrefour-es;el mercado quesos tablas de quesos;Queso puro de oveja viejo graso Flor de Esgueva tapas maestras ya cortado 210 g;5.0;23.81;kg
mercadona-es;cacao cafe e infusiones cafe capsula y monodosis;Café en cápsula cortado Tassimo;4.52;24.57;kg
carrefour-es;perfumeria e higiene boca y sonrisa cepillos recambios y accesorios;Seda dental Essencial Floss Cera/Menta Oral-B 50 metros.;3.29;3.29;ud
carrefour-es;la despensa dulce y desayuno mermeladas membrillos y compotas;Mermelada de fresa categoría extra Hero 320 g.;2.25;7.03;kg
mercadona-es;maquillaje bases de maquillaje y corrector;Maquillaje fluido Deliplus mate 02;5.5;22.0;ml
carrefour-es;la despensa alimentacion pastas;Penne rigate integral La Molisana 500 g.;1.35;2.7;kg
carrefour-es;la despensa conservas sopas y precocinados conservas de pescado y marisco;Sardinas picantes Cuca 120 g.;2.0;23.53;kg
carrefour-es;el mercado quesos todos los quesos;Queso brie 60% M.G Carrefour 200 g;1.9;9.5;kg
dia-es;bebidas aguas agua con gas;DIA agua mineral con gas botella 1.5 lt;0.31;0.21;ml
carrefour-es;mascotas gatos pienso para gatos;Purina Gourmet Gold Comida Húmeda para Gato Mousse Surtido 12x85g;6.85;6.72;kg
carrefour-es;bebidas alcoholes cockteles y combinados;Cóctel 1001 mojito premium 70 cl.;7.89;11.27;l
carrefour-es;perfumeria e higiene bano e higiene corporal desodorantes;DEO WILLIAMS ICE BLUE STICK 75;2.0;2.67;ml
mercadona-es;charcuteria y quesos jamon serrano;Puntas de jamón curado Incarlopsa;1.5;6.0;kg
carrefour-es;el mercado charcuteria y quesos al corte curados ibericos;Lomo ibérico bellota Jabugo La Bari Cuyar al corte 200 g aprox;13.19;30.40;g
dia-es;platos preparados carne carne;AL PUNTO croquetas de pollo bandeja 8 uds 280 gr;2.95;10.54;g
dia-es;desayuno dulces y pan pan pan de molde integral;DR. SCHAR pan de molde con cereales SIN GLUTEN bolsa 300 gr;3.19;10.63;g
carrefour-es;limpieza y hogar menaje ollas cazos y accesorios;Bateria Cocina 5 pzs Acero Esmaltado MAGEFESA Grana 24-20-16cm-Roja;49.0;49.0;ud
carrefour-es;bebidas licores y cremas licores y orujo;Licor de café Puntemiño 70 cl.;5.69;8.13;l
carrefour-es;el mercado quesos brie y camembert;Queso brie 60% M.G Carrefour 200 g;1.9;9.5;kg
dia-es;perfumeria e higiene cuidado del cabello accesorios cabello;ORION Respect loción antipiojos bote 100 ml;5.69;56.9;ml
carrefour-es;la despensa lacteos bio en lacteos;Bebida de arroz y coco ecológica Costa Eco 1 l.;2.6;2.6;l
dia-es;charcuteria y quesos curado jamon;NAVIDUL jamón curado bajo en sal envase 50 gr;1.0;20.0;g
mercadona-es;congelados tartas y churros;Buñuelos surtidos rellenos de nata, crema y trufa congelados;4.75;11.88;kg
dia-es;perfumeria e higiene cuidado manos jabon de manos liquido;DICORA jabón de manos + vitamina B bote 500 ml;1.89;3.78;ml
mercadona-es;huevos leche y mantequilla leche y bebidas vegetales;Leche entera Hacendado;1.35;1.13;l
carrefour-es;perfumeria e higiene cuidado y proteccion corporal piel;Bañera de baño chocolate Noah 1 ud.;14.55;14.55;ud
carrefour-es;perfumeria e higiene cabello champus;Champú fortificante para pelo frágil con tendencia a caerse full resist L'Oréal-Elvive  370 ml.;3.84;1.04;ml
carrefour-es;la despensa conservas sopas y precocinados platos preparados;Seitán ecológico Carrefour Bio 250 g.;2.49;9.96;kg
carrefour-es;perfumeria e higiene cosmetica estuches de bano y cosmetica;Estuche de maquillaje Lol 1 ud.;10.4;10.4;ud
carrefour-es;la despensa alimentacion legumbres;Lenteja castellana categoría extra Carrefour 1 kg.;1.22;1.22;kg
dia-es;bebidas vinos tintos galicia;CAMPO VIEJO vino tinto crianza DO Rioja botella 75 cl;5.2;6.93;ml
carrefour-es;limpieza y hogar cuidado de la ropa detergentes;Detergente en polvo Elena 80 cacitos.;8.75;0.11;ud
mercadona-es;limpieza y hogar utensilios de limpieza y calzado;Escoba pequeña Bosque Verde;1.7;1.7;ud
carrefour-es;la despensa alimentacion especias y sazonadores;Cayena guindillas Carmencita 16 g.;1.4;87.5;kg
carrefour-es;perfumeria e higiene cosmetica ojos;Perfilador de ojos nº 001 24h. ScandalEyes Rimmel 1 ud.;6.1;6.1;ud
dia-es;bebidas alcoholes y licores licor sin alcohol;BAILEYS licor de crema whisky original botella 70 cl;12.69;18.13;ml
carrefour-es;limpieza y hogar cuidado de la ropa detergentes;Detergente líquido Nenuco Colon 60 lavados.;9.0;0.15;ud
mercadona-es;marisco y pescado pescado fresco;Morralla;688.05;6.95;kg
mercadona-es;congelados pescado;Rodaja de emperador Hacendado congelado;3.83;14.2;kg
